Frame_number,Image_name,left_eyelid_opening_valid,left_eyelid_opening_mm,right_eyelid_opening_valid,right_eyelid_opening_mm
651,frame_651,1,8.554111,1,8.726985
652,frame_652,1,8.610698,1,8.882698
653,frame_653,1,8.67927,1,8.95519
654,frame_654,1,8.843799,1,8.8477
655,frame_655,1,9.105922,1,9.041784
656,frame_656,1,9.288852,1,8.637575
657,frame_657,1,9.413594,1,8.814711
658,frame_658,1,8.75277,1,8.986063
659,frame_659,1,8.65115,1,8.819224
660,frame_660,1,8.94196,1,8.795809
661,frame_661,1,8.940609,1,8.849666
662,frame_662,1,8.855809,1,8.806949
663,frame_663,1,8.958109,1,8.904305
664,frame_664,1,9.267945,1,8.730221
665,frame_665,1,8.962361,1,8.655143
666,frame_666,1,8.916612,1,8.893607
667,frame_667,1,8.956877,1,8.793176
668,frame_668,1,8.934805,1,8.638357
669,frame_669,1,8.833001,1,8.830217
670,frame_670,1,8.966641,1,8.77717
671,frame_671,1,9.176912,1,8.951588
672,frame_672,1,8.802683,1,8.71861
673,frame_673,1,9.041567,1,8.854574
674,frame_674,1,8.963908,1,8.569032
675,frame_675,1,8.941354,1,8.706963
676,frame_676,1,8.931864,1,8.673273
677,frame_677,1,8.802892,1,8.543661
678,frame_678,1,8.920796,1,8.782063
679,frame_679,1,8.967575,1,8.830688
680,frame_680,1,8.742444,1,8.687249
681,frame_681,1,8.849257,1,8.856376
682,frame_682,1,8.736209,1,8.823318
683,frame_683,1,8.631186,1,8.688006
684,frame_684,1,8.913415,1,8.703818
685,frame_685,1,8.881699,1,8.722608
686,frame_686,1,8.443923,1,8.748925
687,frame_687,1,8.674715,1,8.497794
688,frame_688,1,8.610389,1,8.734742
689,frame_689,1,8.56505,1,8.6104
690,frame_690,1,8.549959,1,8.673162
691,frame_691,1,8.648808,1,8.80958
692,frame_692,1,8.770821,1,8.609192
693,frame_693,1,8.932243,1,8.691837
694,frame_694,1,8.41045,1,8.624537
695,frame_695,1,8.690593,1,8.631524
696,frame_696,1,8.845881,1,8.518897
697,frame_697,1,8.812012,1,8.735768
698,frame_698,1,8.479866,1,8.465179
699,frame_699,1,8.666888,1,8.792483
700,frame_700,1,8.823525,1,8.66749
701,frame_701,1,8.599341,1,8.43304
702,frame_702,1,8.615793,1,8.588454
703,frame_703,1,8.824185,1,8.677985
704,frame_704,1,8.61566,1,8.637166
705,frame_705,1,8.585352,1,8.605286
706,frame_706,1,8.754446,1,8.822971
707,frame_707,1,8.696374,1,8.532618
708,frame_708,1,8.622602,1,8.613656
709,frame_709,1,8.715294,1,8.664507
710,frame_710,1,8.659788,1,8.762497
711,frame_711,1,8.575224,1,8.643621
712,frame_712,1,8.575876,1,8.608679
713,frame_713,1,8.721249,1,8.588724
714,frame_714,1,8.712116,1,8.565012
715,frame_715,1,8.61324,1,8.604432
716,frame_716,1,8.629146,1,8.603462
717,frame_717,1,8.67212,1,8.663213
718,frame_718,1,8.533726,1,8.513661
719,frame_719,1,8.711076,1,8.549242
720,frame_720,1,8.767445,1,8.545621
721,frame_721,1,8.634704,1,8.834361
722,frame_722,1,8.668972,1,8.682799
723,frame_723,1,8.6837,1,8.606
724,frame_724,1,8.679252,1,8.65623
725,frame_725,1,8.720518,1,8.588937
726,frame_726,1,8.642526,1,8.405701
727,frame_727,1,8.838596,1,8.699371
728,frame_728,1,8.511785,1,8.697774
729,frame_729,1,8.686082,1,8.693569
730,frame_730,1,8.802122,1,8.698783
731,frame_731,1,8.731001,1,8.530499
732,frame_732,1,8.733442,1,8.472374
733,frame_733,1,8.656387,1,8.575731
734,frame_734,1,8.826103,1,8.660676
735,frame_735,1,8.800954,1,8.742825
736,frame_736,1,8.74509,1,8.665462
737,frame_737,1,8.758526,1,8.700673
738,frame_738,1,8.879176,1,8.971314
739,frame_739,1,8.805545,1,8.734001
740,frame_740,1,8.654933,1,8.795519
741,frame_741,1,8.787257,1,8.73815
742,frame_742,1,8.82058,1,8.697428
743,frame_743,1,8.889326,1,8.775848
744,frame_744,1,8.687528,1,8.583149
745,frame_745,1,8.739291,1,8.760133
746,frame_746,1,8.721686,1,8.771101
747,frame_747,1,8.820098,1,8.907755
748,frame_748,1,8.914575,1,8.737188
749,frame_749,1,8.859413,1,8.772689
750,frame_750,1,8.843365,1,8.75551
751,frame_751,1,8.822137,1,8.895028
752,frame_752,1,8.668115,1,8.494131
753,frame_753,1,8.693763,1,8.636768
754,frame_754,1,8.535644,1,8.531681
755,frame_755,1,7.568264,1,7.193272
756,frame_756,1,3.203893,1,1.705611
757,frame_757,1,1.272232,1,1.665522
758,frame_758,1,1.519146,1,1.190105
759,frame_759,1,3.42317,1,2.330106
760,frame_760,1,5.836937,1,4.543812
761,frame_761,1,8.172004,1,8.328988
762,frame_762,1,9.496236,1,10.031917
763,frame_763,1,10.699568,1,10.955299
764,frame_764,1,11.748713,1,11.452889
765,frame_765,1,11.741223,1,12.372001
766,frame_766,1,12.072573,1,12.72522
767,frame_767,1,12.497235,1,12.788055
768,frame_768,1,13.087091,1,12.971866
769,frame_769,1,13.10792,1,12.789921
770,frame_770,1,12.327501,1,12.470194
771,frame_771,1,12.698335,1,11.866281
772,frame_772,1,11.912806,1,12.082243
773,frame_773,1,11.628251,1,11.671836
774,frame_774,1,11.903103,1,11.951035
775,frame_775,1,11.605795,1,11.519085
776,frame_776,1,11.659786,1,12.478241
777,frame_777,1,11.962185,1,12.057035
778,frame_778,1,12.21808,1,12.073226
779,frame_779,1,12.501913,1,12.18862
780,frame_780,1,12.400572,1,12.086214
781,frame_781,1,12.248384,1,12.299891
782,frame_782,1,12.172584,1,12.236268
783,frame_783,1,12.588846,1,11.916527
784,frame_784,1,12.185602,1,11.915855
785,frame_785,1,11.919226,1,12.057004
786,frame_786,1,12.357221,1,11.82626
787,frame_787,1,12.119443,1,11.957215
788,frame_788,1,11.832627,1,11.955869
789,frame_789,1,12.051784,1,12.012652
790,frame_790,1,11.922407,1,12.097985
791,frame_791,1,11.907322,1,12.000083
792,frame_792,1,11.924771,1,11.934293
793,frame_793,1,11.9242,1,12.363824
794,frame_794,1,11.981225,1,12.055911
795,frame_795,1,12.074629,1,12.086862
796,frame_796,1,12.227768,1,12.175448
797,frame_797,1,12.089974,1,12.204302
798,frame_798,1,12.328072,1,12.156891
799,frame_799,1,12.319802,1,12.239879
800,frame_800,1,11.865528,1,12.129778
801,frame_801,1,12.267201,1,12.267532
802,frame_802,1,12.156493,1,12.090904
803,frame_803,1,11.742691,1,12.314085
804,frame_804,1,12.027455,1,12.370902
805,frame_805,1,11.825412,1,12.152205
806,frame_806,1,11.95298,1,12.262069
807,frame_807,1,11.661189,1,12.243393
808,frame_808,1,12.159641,1,12.046091
809,frame_809,1,12.285708,1,12.332795
810,frame_810,1,11.690496,1,12.119669
811,frame_811,1,12.035737,1,12.480021
812,frame_812,1,12.141422,1,11.990416
813,frame_813,1,11.99624,1,12.055276
814,frame_814,1,12.217534,1,12.224527
815,frame_815,1,11.944706,1,12.163737
816,frame_816,1,12.260509,1,12.368559
817,frame_817,1,12.170782,1,12.27453
818,frame_818,1,11.968893,1,12.383288
819,frame_819,1,11.780484,1,12.148246
820,frame_820,1,12.166571,1,12.294041
821,frame_821,1,11.980235,1,12.219142
822,frame_822,1,12.119954,1,12.174637
823,frame_823,1,12.507182,1,12.116612
824,frame_824,1,12.216401,1,12.122669
825,frame_825,1,12.223131,1,12.277551
826,frame_826,1,12.318795,1,12.207698
827,frame_827,1,12.316099,1,12.14539
828,frame_828,1,12.208129,1,12.131679
829,frame_829,1,12.187322,1,11.925654
830,frame_830,1,12.251604,1,11.86782
831,frame_831,1,12.206042,1,12.319918
832,frame_832,1,12.29886,1,11.855526
833,frame_833,1,12.093591,1,11.872465
834,frame_834,1,11.983084,1,12.061014
835,frame_835,1,12.180503,1,12.309746
836,frame_836,1,12.176426,1,12.333423
837,frame_837,1,11.968335,1,12.223444
838,frame_838,1,11.941205,1,12.008846
839,frame_839,1,12.079601,1,12.039128
840,frame_840,1,12.255462,1,12.128647
841,frame_841,1,12.183996,1,12.235776
842,frame_842,1,12.061794,1,11.961323
843,frame_843,1,12.330231,1,12.105744
844,frame_844,1,12.049994,1,11.957511
845,frame_845,1,12.083051,1,11.938014
846,frame_846,1,12.23644,1,12.006385
847,frame_847,1,12.152618,1,12.057052
848,frame_848,1,12.100562,1,12.107169
849,frame_849,1,12.116396,1,12.083761
850,frame_850,1,12.013129,1,11.943765
851,frame_851,1,12.300479,1,12.060564
852,frame_852,1,12.35938,1,12.09348
853,frame_853,1,12.38272,1,12.128995
854,frame_854,1,12.19602,1,12.161993
855,frame_855,1,12.170031,1,12.455952
856,frame_856,1,11.780945,1,12.245505
857,frame_857,1,11.942958,1,11.855024
858,frame_858,1,11.94473,1,12.015889
859,frame_859,1,12.23914,1,12.229644
860,frame_860,1,12.032839,1,12.140199
861,frame_861,1,12.202714,1,11.971831
862,frame_862,1,11.998093,1,11.979117
863,frame_863,1,11.98647,1,12.139414
864,frame_864,1,12.077023,1,12.001677
865,frame_865,1,11.976697,1,12.265843
866,frame_866,1,11.971794,1,12.230168
867,frame_867,1,12.13956,1,12.274402
868,frame_868,1,11.94549,1,12.145844
869,frame_869,1,12.334506,1,12.274393
870,frame_870,1,11.970479,1,12.127832
871,frame_871,1,12.086886,1,12.042733
872,frame_872,1,12.107542,1,12.142527
873,frame_873,1,12.02179,1,12.129343
874,frame_874,1,11.837883,1,12.310056
875,frame_875,1,11.975094,1,11.870559
876,frame_876,1,11.005084,1,10.75743
877,frame_877,1,6.951787,1,5.217608
878,frame_878,1,3.769027,1,2.691206
879,frame_879,1,4.221421,1,3.165226
880,frame_880,1,6.075488,1,5.330743
881,frame_881,1,6.691142,1,8.008641
882,frame_882,1,9.563235,1,9.875885
883,frame_883,1,10.052526,1,10.519646
884,frame_884,1,11.413357,1,11.142337
885,frame_885,1,11.480231,1,11.285097
886,frame_886,1,10.990501,1,11.498564
887,frame_887,1,12.104939,1,11.351114
888,frame_888,1,11.01945,1,11.468367
889,frame_889,1,11.088702,1,11.399574
890,frame_890,1,11.914695,1,11.319295
891,frame_891,1,11.236212,1,11.383711
892,frame_892,1,11.160392,1,11.47972
893,frame_893,1,10.548041,1,10.883322
894,frame_894,1,10.59165,1,11.577203
895,frame_895,1,11.08137,1,10.420821
896,frame_896,1,11.33239,1,10.815381
897,frame_897,1,11.119253,1,11.543293
898,frame_898,1,10.926109,1,12.217904
899,frame_899,1,11.107571,1,12.201841
900,frame_900,1,11.041491,1,11.239331
901,frame_901,1,11.075566,1,11.5306
902,frame_902,1,10.999322,1,12.000139
903,frame_903,1,10.862085,1,11.676693
904,frame_904,1,10.820476,1,11.241691
905,frame_905,1,10.922499,1,11.813418
906,frame_906,1,10.807217,1,11.893377
907,frame_907,1,10.681933,1,11.836254
908,frame_908,1,10.683153,1,11.804339
909,frame_909,1,10.823543,1,11.724991
910,frame_910,1,10.623819,1,12.03529
911,frame_911,1,10.622964,1,12.053545
912,frame_912,1,10.656057,1,11.740766
913,frame_913,1,10.23953,1,11.619398
914,frame_914,1,10.667316,1,11.634152
915,frame_915,1,10.276474,1,12.108617
916,frame_916,1,10.658028,1,12.133876
917,frame_917,1,10.549839,1,12.0458
918,frame_918,1,10.458432,1,11.819232
919,frame_919,1,10.411555,1,11.613972
920,frame_920,1,10.076622,1,12.137145
921,frame_921,1,10.354077,1,11.986048
922,frame_922,1,10.04789,1,11.938652
923,frame_923,1,10.013018,1,9.357747
924,frame_924,1,7.345767,1,6.656175
925,frame_925,1,7.011361,1,6.6571
926,frame_926,1,9.4003,1,9.232669
927,frame_927,1,10.337012,1,9.736162
928,frame_928,1,10.060316,1,10.831489
929,frame_929,1,10.542442,1,11.291566
930,frame_930,1,10.782095,1,10.756662
931,frame_931,1,10.290723,1,11.739092
932,frame_932,1,10.52346,1,10.805812
933,frame_933,1,10.606276,1,11.669089
934,frame_934,1,10.021407,1,11.907503
935,frame_935,1,10.429477,1,11.855173
936,frame_936,1,10.54919,1,11.492776
937,frame_937,1,10.491137,1,11.609669
938,frame_938,1,10.234683,1,11.058604
939,frame_939,1,10.59977,1,11.001875
940,frame_940,1,10.213227,1,11.580094
941,frame_941,1,10.541509,1,11.836996
942,frame_942,1,10.720138,1,11.93999
943,frame_943,1,10.627698,1,11.858504
944,frame_944,1,10.51938,1,11.862211
945,frame_945,1,9.952784,1,11.953749
946,frame_946,1,10.427246,1,11.985148
947,frame_947,1,10.197702,1,12.12357
948,frame_948,1,10.527154,1,11.827446
949,frame_949,1,10.094278,1,11.978337
950,frame_950,1,10.139964,1,12.043879
951,frame_951,1,10.582894,1,12.125731
952,frame_952,1,10.231248,1,11.841693
953,frame_953,1,10.545499,1,11.834897
954,frame_954,1,10.517766,1,11.958349
955,frame_955,1,10.16266,1,11.776824
956,frame_956,1,10.579678,1,11.607097
957,frame_957,1,10.562415,1,11.885058
958,frame_958,1,10.544352,1,11.835147
959,frame_959,1,10.570594,1,12.047949
960,frame_960,1,10.516447,1,11.822697
961,frame_961,1,10.42588,1,12.200963
962,frame_962,1,10.169559,1,12.098263
963,frame_963,1,10.610312,1,12.132647
964,frame_964,1,10.566344,1,11.967444
965,frame_965,1,10.807364,1,11.978409
966,frame_966,1,10.066819,1,12.114008
967,frame_967,1,10.473663,1,11.993028
968,frame_968,1,10.50981,1,12.070669
969,frame_969,1,10.550262,1,11.729952
970,frame_970,1,10.712536,1,11.807099
971,frame_971,1,10.390563,1,12.14505
972,frame_972,1,10.650747,1,11.966736
973,frame_973,1,10.653015,1,12.290989
974,frame_974,1,10.638909,1,11.742561
975,frame_975,1,10.57736,1,11.819619
976,frame_976,1,10.517936,1,12.00108
977,frame_977,1,10.645133,1,11.866703
978,frame_978,1,10.616281,1,12.069007
979,frame_979,1,10.668237,1,12.06964
980,frame_980,1,10.678301,1,12.080548
981,frame_981,1,10.725603,1,11.966722
982,frame_982,1,10.750881,1,12.059506
983,frame_983,1,10.841387,1,12.100309
984,frame_984,1,10.672572,1,11.875024
985,frame_985,1,10.634812,1,11.957895
986,frame_986,1,10.269913,1,11.81228
987,frame_987,1,10.63397,1,12.065656
988,frame_988,1,10.658338,1,12.091724
989,frame_989,1,10.840114,1,11.759229
990,frame_990,1,10.624773,1,12.2067
991,frame_991,1,10.698527,1,12.088952
992,frame_992,1,10.326244,1,12.025756
993,frame_993,1,10.75104,1,11.889927
994,frame_994,1,10.665548,1,12.001859
995,frame_995,1,10.789057,1,11.898351
996,frame_996,1,10.814115,1,11.894288
997,frame_997,1,10.890821,1,12.304472
998,frame_998,1,10.809722,1,12.132628
999,frame_999,1,10.876348,1,12.349811
1000,frame_1000,1,10.525655,1,10.889328
1001,frame_1001,1,8.28541,1,6.768152
1002,frame_1002,1,4.788041,1,3.050921
1003,frame_1003,1,5.072067,1,2.829063
1004,frame_1004,1,5.765235,1,4.402248
1005,frame_1005,1,6.789586,1,5.036008
1006,frame_1006,1,6.85372,1,5.723233
1007,frame_1007,1,6.979035,1,6.066006
1008,frame_1008,1,7.09525,1,6.472304
1009,frame_1009,1,7.089016,1,6.670497
1010,frame_1010,1,7.166276,1,6.421061
1011,frame_1011,1,7.277289,1,6.782025
1012,frame_1012,1,7.242377,1,6.803129
1013,frame_1013,1,7.240115,1,6.68061
1014,frame_1014,1,7.298935,1,6.843798
1015,frame_1015,1,7.491364,1,6.756442
1016,frame_1016,1,7.148493,1,6.770404
1017,frame_1017,1,7.282281,1,6.573949
1018,frame_1018,1,7.35645,1,6.628758
1019,frame_1019,1,7.343075,1,6.72691
1020,frame_1020,1,7.377667,1,6.946849
1021,frame_1021,1,7.428424,1,6.620474
1022,frame_1022,1,7.413011,1,6.891439
1023,frame_1023,1,7.314245,1,6.74911
1024,frame_1024,1,7.360572,1,7.239981
1025,frame_1025,1,7.526991,1,7.465765
1026,frame_1026,1,7.942007,1,7.867253
1027,frame_1027,1,8.036501,1,8.226781
1028,frame_1028,1,8.399605,1,8.467951
1029,frame_1029,1,8.607074,1,8.838677
1030,frame_1030,1,8.775649,1,9.162662
1031,frame_1031,1,8.944142,1,9.582286
1032,frame_1032,1,8.847792,1,10.001472
1033,frame_1033,1,9.112975,1,10.56619
1034,frame_1034,1,9.442759,1,10.118978
1035,frame_1035,1,9.94915,1,10.330245
1036,frame_1036,1,9.999468,1,10.318762
1037,frame_1037,1,10.130046,1,10.522251
1038,frame_1038,1,10.238188,1,10.681079
1039,frame_1039,1,10.281771,1,10.836661
1040,frame_1040,1,10.664411,1,11.292084
1041,frame_1041,1,10.725309,1,11.298252
1042,frame_1042,1,10.952667,1,11.493719
1043,frame_1043,1,11.310937,1,12.022156
1044,frame_1044,1,11.447151,1,11.916832
1045,frame_1045,1,11.24849,1,12.051754
1046,frame_1046,1,11.480778,1,12.128839
1047,frame_1047,1,12.528317,1,12.172617
1048,frame_1048,1,12.250192,1,11.946829
1049,frame_1049,1,12.168088,1,11.997441
1050,frame_1050,1,12.451592,1,11.894646
1051,frame_1051,1,12.550308,1,11.803431
1052,frame_1052,1,12.907613,1,11.468436
1053,frame_1053,1,12.888278,1,11.222025
1054,frame_1054,1,12.934436,1,11.327897
1055,frame_1055,1,13.127584,1,11.375904
1056,frame_1056,1,13.166754,1,11.274219
1057,frame_1057,1,12.963234,1,11.209066
1058,frame_1058,1,12.798456,1,11.397405
1059,frame_1059,1,12.801359,1,10.989128
1060,frame_1060,1,13.087304,1,11.07867
1061,frame_1061,1,12.943085,1,10.871819
1062,frame_1062,1,12.896031,1,11.027717
1063,frame_1063,1,12.66038,1,11.162207
1064,frame_1064,1,12.835894,1,11.095421
1065,frame_1065,1,12.769094,1,11.048881
1066,frame_1066,1,12.880027,1,11.255668
1067,frame_1067,1,12.636213,1,11.194393
1068,frame_1068,1,12.795154,1,10.804349
1069,frame_1069,1,12.610599,1,11.258243
1070,frame_1070,1,12.793796,1,10.950956
1071,frame_1071,1,12.55786,1,11.200746
1072,frame_1072,1,12.85766,1,10.801516
1073,frame_1073,1,12.54011,1,11.184379
1074,frame_1074,1,12.707037,1,11.117181
1075,frame_1075,1,12.723623,1,11.05883
1076,frame_1076,1,12.882966,1,10.807797
1077,frame_1077,1,12.566916,1,11.025638
1078,frame_1078,1,12.52316,1,11.128462
1079,frame_1079,1,12.586306,1,11.055963
1080,frame_1080,1,12.705349,1,11.008682
1081,frame_1081,1,12.537006,1,11.367277
1082,frame_1082,1,12.427047,1,11.199672
1083,frame_1083,1,12.442106,1,10.967887
1084,frame_1084,1,12.548988,1,11.202385
1085,frame_1085,1,12.458501,1,11.015886
1086,frame_1086,1,12.36476,1,11.031325
1087,frame_1087,1,12.316421,1,11.23496
1088,frame_1088,1,12.168583,1,11.040816
1089,frame_1089,1,12.662441,1,11.138647
1090,frame_1090,1,12.47862,1,11.144364
1091,frame_1091,1,12.572965,1,10.875324
1092,frame_1092,1,12.412333,1,11.124685
1093,frame_1093,1,12.594804,1,10.978871
1094,frame_1094,1,12.339612,1,10.991416
1095,frame_1095,1,12.457194,1,10.942378
1096,frame_1096,1,12.277284,1,10.945632
1097,frame_1097,1,12.417017,1,11.269804
1098,frame_1098,1,12.436729,1,10.955732
